TransactionID,AccountID,TransactionDate,TransactionType,TransactionChannel,ProductID,Status,Suspicious_Flag,True_Amount
2369,116,11/15/2025,Debit,Web,1022,Success,0,897.49
2371,151,9/10/2021,Debit,ATM,1000,Success,0,4914.63
2372,74,2/26/2021,Debit,ATM,1017,Success,0,3719.09
2373,187,1/28/2025,Credit,Mobile,1010,Success,1,1514.75
2374,75,7/8/2022,Debit,Mobile,1002,Success,0,4362.6
2375,87,9/3/2020,Debit,ATM,1010,Success,0,3597.35
2376,12,7/24/2024,Debit,Mobile,1001,Success,0,624.66
2377,44,10/12/2022,Credit,Mobile,1020,Success,1,1663.53
2378,7,4/21/2025,Credit,Mobile,1013,Success,1,1251.69
2379,136,4/8/2021,Credit,Web,1023,Success,1,3406.62
2380,177,5/11/2025,Credit,Web,1008,Success,1,1092.16
2381,66,7/9/2025,Debit,Web,1019,Success,0,1480.63
2382,109,6/29/2021,Credit,ATM,1003,Success,1,3722.25
2383,90,5/30/2022,Credit,Mobile,1019,Success,1,2638.65
2385,85,11/21/2023,Debit,Mobile,1005,Success,0,2076.89
2386,186,10/14/2024,Debit,Mobile,1002,Success,0,2253.33
2387,49,6/28/2021,Credit,Mobile,1014,Success,1,1510.53
2388,156,6/5/2021,Credit,Mobile,1026,Success,1,3389.34
2389,62,6/5/2025,Credit,Mobile,1021,Success,1,1020.92
2390,118,7/19/2024,Credit,ATM,1012,Success,1,1741.78
2391,139,5/11/2023,Credit,Web,1007,Success,1,4352.07
2392,44,4/12/2025,Debit,Web,1026,Success,0,3702.73
2393,135,11/8/2024,Credit,Mobile,1026,Success,1,1333.33
2394,167,9/11/2022,Credit,Web,1017,Success,1,1963.6
2395,126,3/22/2021,Debit,Web,1016,Success,0,2284.02
2396,161,2/12/2021,Debit,Mobile,1013,Success,0,1995.07
2397,147,7/21/2021,Debit,ATM,1002,Success,0,1207.54
2398,159,2/21/2020,Credit,Mobile,1020,Success,1,4865.75
2399,98,2/27/2021,Credit,Mobile,1019,Success,1,2106.89
2400,177,11/2/2025,Debit,Web,1002,Success,0,782.96
2401,103,9/7/2023,Debit,ATM,1003,Success,0,2603.06
2402,97,3/19/2024,Debit,Mobile,1019,Success,0,1039.32
2403,139,4/14/2023,Debit,Mobile,1026,Success,0,3893.98
2404,125,2/16/2020,Debit,Mobile,1011,Success,0,4258.79
2405,69,3/4/2020,Debit,Web,1025,Success,0,3898.94
2406,99,6/5/2022,Debit,Mobile,1007,Success,0,1109.15
2408,74,7/1/2021,Debit,Web,1005,Success,0,265.12
2409,17,5/27/2023,Credit,Mobile,1025,Success,1,2192.07
2410,173,9/22/2020,Debit,Mobile,1014,Success,0,2628.02
2411,150,3/6/2025,Debit,ATM,1024,Success,0,4768.04
2412,3,9/19/2020,Debit,Web,1004,Success,0,4045.15
2413,29,12/16/2022,Debit,Mobile,1023,Success,0,1711.29
2414,193,2/9/2025,Debit,Mobile,1005,Success,0,1605.81
2415,57,12/19/2024,Credit,Mobile,1016,Success,1,1701.8
2416,160,9/5/2023,Debit,Web,1007,Success,0,1624.68
2417,173,5/13/2024,Debit,ATM,1024,Success,0,2905.63
2418,135,5/30/2023,Credit,Mobile,1011,Success,1,4192.59
2419,102,12/8/2020,Credit,Mobile,1012,Success,1,3226.72
2420,22,4/27/2020,Debit,Web,1023,Success,0,319.42
2421,81,12/15/2024,Credit,Mobile,1000,Success,1,4771.16
2422,127,12/24/2021,Credit,Web,1018,Success,1,1802.15
2423,104,2/4/2020,Credit,Mobile,1026,Success,1,72.14
2424,146,10/17/2020,Debit,ATM,1025,Success,0,4626.89
2425,23,8/21/2020,Debit,Mobile,1023,Success,0,3680.48
2426,119,7/11/2020,Credit,Mobile,1004,Success,1,654.82
2427,5,5/31/2022,Debit,Mobile,1021,Success,0,411.66
2428,65,4/6/2023,Debit,Mobile,1015,Success,0,405.56
2429,67,1/18/2022,Debit,ATM,1025,Success,0,1406.41
2430,58,3/20/2023,Credit,Web,1024,Success,1,1294.89
2431,136,7/13/2022,Debit,Mobile,1003,Success,0,4090.57
2432,34,6/22/2020,Credit,Mobile,1007,Success,1,4944.01
2433,86,1/22/2024,Credit,Mobile,1026,Success,1,1881.92
2434,180,4/9/2025,Credit,Web,1010,Success,1,1174.46
2435,140,10/5/2025,Credit,ATM,1006,Success,1,2961.07
2436,7,9/21/2024,Credit,ATM,1007,Success,1,2759.0
2437,172,6/2/2023,Credit,Web,1017,Success,1,3088.03
2438,66,10/23/2021,Debit,ATM,1009,Success,0,4226.31
2439,118,11/19/2025,Debit,Mobile,1015,Success,0,3992.04
2440,155,5/30/2021,Debit,Mobile,1025,Success,0,1244.44
2441,13,7/12/2021,Debit,Web,1026,Success,0,67.72
2442,42,12/10/2021,Debit,Mobile,1016,Success,0,1186.04
2443,75,1/16/2024,Debit,Web,1017,Success,0,1124.06
2444,29,12/21/2025,Debit,ATM,1007,Success,0,2765.78
2445,65,8/2/2020,Debit,Mobile,1021,Success,0,1015.23
2446,9,1/26/2025,Credit,Web,1020,Success,1,410.5
2447,176,11/3/2020,Credit,Mobile,1009,Success,1,3669.75
2448,172,3/12/2023,Debit,Web,1023,Success,0,79.24
2449,148,5/26/2023,Debit,ATM,1005,Success,0,2697.56
2450,190,6/1/2025,Credit,Web,1004,Success,1,2783.56
2451,193,1/11/2021,Credit,Mobile,1021,Success,1,618.49
2452,141,5/29/2025,Credit,ATM,1010,Success,1,1978.21
2453,109,8/1/2020,Credit,Mobile,1001,Success,1,1701.92
2454,32,11/24/2025,Debit,Web,1014,Success,0,834.39
2455,161,5/26/2022,Debit,Web,1017,Success,0,1532.73
2456,112,9/5/2024,Credit,Mobile,1014,Success,1,1451.85
2457,69,9/28/2023,Credit,ATM,1000,Success,1,3457.46
2458,188,8/21/2024,Debit,Mobile,1014,Success,0,1499.78
2459,56,12/28/2023,Debit,Mobile,1014,Success,0,130.92
2460,101,6/17/2024,Debit,ATM,1008,Success,0,1118.52
2461,20,12/17/2024,Debit,ATM,1015,Success,0,3321.89
2462,6,4/22/2023,Debit,ATM,1023,Success,0,925.04
2463,19,3/10/2023,Debit,Web,1022,Success,0,4812.6
2464,70,10/1/2021,Debit,ATM,1004,Success,0,2980.01
2465,4,6/21/2021,Debit,Web,1008,Success,0,4926.32
2466,188,6/16/2022,Debit,ATM,1023,Success,0,1272.72
2467,154,2/2/2021,Credit,ATM,1025,Success,1,2944.91
2468,110,7/23/2020,Debit,Web,1026,Success,0,4697.12
2469,124,2/20/2023,Debit,Mobile,1023,Success,0,3140.91
2470,75,4/4/2025,Credit,Web,1009,Success,1,2403.39
2471,51,9/11/2020,Debit,Web,1021,Success,0,3504.36
2472,43,8/28/2025,Debit,Mobile,1000,Success,0,3228.43
2473,149,5/22/2024,Credit,Mobile,1024,Success,1,3549.01
2474,178,5/24/2025,Debit,ATM,1016,Success,0,3985.95
2475,124,6/11/2024,Credit,ATM,1016,Success,1,1461.84
2476,39,9/7/2023,Debit,Mobile,1026,Success,0,188.21
2477,120,3/3/2025,Debit,Web,1006,Success,0,1946.81
2478,58,6/16/2023,Credit,ATM,1011,Success,1,82.77
2479,106,9/11/2020,Credit,ATM,1024,Success,1,3263.91
2480,184,11/19/2021,Debit,Mobile,1005,Success,0,4285.3
2481,29,2/19/2023,Debit,Web,1013,Success,0,3483.88
2482,111,10/21/2020,Debit,Mobile,1010,Success,0,1770.73
2483,60,6/11/2022,Credit,Web,1020,Success,1,2892.92
2484,122,8/7/2023,Debit,Mobile,1004,Success,0,289.15
2485,53,10/2/2024,Debit,Mobile,1023,Success,0,2388.31
2487,26,7/3/2024,Credit,Web,1019,Success,1,4774.1
2488,54,11/15/2024,Credit,Mobile,1009,Success,1,3535.61
2489,123,4/27/2022,Credit,Mobile,1021,Success,1,3866.28
2490,148,2/13/2024,Debit,Mobile,1010,Success,0,2607.87
2491,22,1/26/2021,Debit,Mobile,1017,Success,0,144.2
2492,87,1/31/2023,Debit,Mobile,1009,Success,0,1336.13
2493,160,12/20/2023,Debit,Mobile,1018,Success,0,4430.65
2494,117,11/5/2023,Credit,Mobile,1023,Success,1,2874.36
2495,151,6/29/2025,Credit,Mobile,1005,Success,1,3382.1
2496,61,6/13/2024,Credit,Mobile,1026,Success,1,3549.28
2497,104,4/15/2020,Debit,Mobile,1019,Success,0,3479.57
2498,59,1/10/2025,Debit,ATM,1011,Success,0,2754.91
2499,27,8/18/2024,Debit,ATM,1022,Success,0,3072.53
2500,155,10/31/2021,Debit,Mobile,1001,Success,0,1057.41
2501,159,8/11/2020,Debit,Web,1005,Success,0,2282.26
2502,33,10/24/2024,Debit,Mobile,1015,Success,0,1980.22
2503,45,1/21/2022,Credit,Mobile,1001,Success,1,3803.1
2504,116,10/5/2025,Debit,Web,1015,Success,0,2126.35
2505,149,11/22/2025,Debit,Web,1013,Success,0,2672.93
2506,63,5/30/2021,Credit,Mobile,1026,Success,1,1174.02
2507,131,8/14/2022,Credit,Web,1018,Success,1,1698.12
2508,92,2/24/2024,Debit,Web,1003,Success,0,454.52
2509,134,1/7/2025,Debit,Mobile,1022,Success,0,4025.86
2510,72,1/1/2024,Credit,Mobile,1014,Success,1,4556.45
2511,193,4/10/2022,Debit,Mobile,1019,Success,0,3955.76
2512,149,4/1/2024,Debit,ATM,1016,Success,0,202.86
2513,112,8/1/2024,Credit,Web,1016,Success,1,1961.72
2514,114,6/12/2024,Debit,Mobile,1003,Success,0,391.44
2515,164,1/16/2025,Credit,ATM,1002,Success,1,2232.16
2516,144,6/12/2022,Debit,Mobile,1025,Success,0,3072.6
2517,93,6/26/2024,Debit,Web,1003,Success,0,343.25
2518,184,7/6/2023,Credit,ATM,1017,Success,1,4149.81
2519,190,8/31/2022,Credit,ATM,1014,Success,1,2786.33
2520,150,10/9/2024,Credit,ATM,1014,Success,1,3098.27
2521,169,9/6/2025,Debit,Mobile,1011,Success,0,1829.7
2522,170,5/14/2020,Debit,Mobile,1001,Success,0,4586.26
2523,82,5/5/2021,Credit,Mobile,1023,Success,1,817.82
2524,156,7/9/2021,Credit,Web,1018,Success,1,2374.39
2525,149,1/25/2020,Debit,Web,1021,Success,0,1300.29
2526,46,11/15/2021,Credit,Web,1010,Success,1,3093.87
2527,78,9/24/2020,Debit,ATM,1023,Success,0,1635.82
2528,27,1/11/2022,Credit,ATM,1005,Success,1,2407.01
2529,62,11/9/2022,Debit,Web,1013,Success,0,541.36
2530,47,2/26/2022,Debit,ATM,1016,Success,0,1826.62
2531,25,8/23/2023,Debit,Web,1015,Success,0,798.68
2532,193,6/11/2024,Credit,Web,1005,Success,1,515.14
2533,133,6/12/2022,Credit,Web,1008,Success,1,1964.68
2534,77,6/20/2021,Debit,ATM,1007,Success,0,2985.85
2535,77,3/20/2021,Credit,Web,1008,Success,1,470.47
2536,180,3/3/2025,Debit,Mobile,1022,Success,0,3139.82
2537,185,10/25/2023,Debit,Mobile,1019,Success,0,27.31
2538,191,3/22/2023,Debit,Mobile,1002,Success,0,4535.82
2539,90,10/20/2021,Debit,Mobile,1020,Success,0,83.33
2540,119,9/6/2021,Credit,Mobile,1015,Success,1,4452.79
2541,62,10/20/2020,Debit,Web,1000,Success,0,1324.87
2542,29,8/2/2021,Debit,Mobile,1013,Success,0,2210.31
2544,193,3/18/2024,Credit,Mobile,1007,Success,1,287.95
2546,169,4/20/2020,Credit,Mobile,1012,Success,1,3022.34
2547,98,1/1/2021,Debit,Mobile,1006,Success,0,1855.21
2548,50,10/18/2020,Debit,Web,1015,Success,0,2140.12
2549,86,3/23/2025,Debit,Mobile,1013,Success,0,3282.65
2550,101,9/21/2021,Debit,Mobile,1024,Success,0,1677.47
2551,192,5/6/2025,Credit,ATM,1002,Success,1,4422.66
2552,47,8/1/2021,Debit,Web,1000,Success,0,3860.65
2553,178,7/27/2021,Credit,Mobile,1019,Success,1,3207.21
2554,69,9/14/2020,Debit,Web,1021,Success,0,1949.6
2555,73,1/15/2025,Credit,Mobile,1023,Success,1,4570.73
2556,88,6/16/2025,Debit,Web,1000,Success,0,3323.47
2557,45,8/7/2020,Credit,Web,1016,Success,1,4039.46
2558,158,3/30/2024,Credit,Mobile,1017,Success,1,592.25
2559,185,9/5/2021,Debit,Mobile,1026,Success,0,3785.51
2560,189,4/30/2025,Credit,ATM,1021,Success,1,1318.53
2561,101,7/15/2024,Debit,ATM,1002,Success,0,3143.34
2562,150,1/16/2023,Credit,Mobile,1000,Success,1,3559.97
2564,58,4/7/2024,Debit,Web,1017,Success,0,4989.29
2565,161,10/4/2022,Credit,Web,1020,Success,1,2831.74
2566,25,12/19/2024,Credit,Mobile,1013,Success,1,1593.3
2567,24,6/28/2021,Debit,Web,1020,Success,0,4134.96
2568,185,2/2/2025,Credit,ATM,1024,Success,1,513.45
2569,55,2/8/2024,Debit,Mobile,1010,Success,0,3833.24
2570,19,3/4/2021,Credit,Mobile,1023,Success,1,2770.04
2571,149,4/18/2023,Credit,ATM,1000,Success,1,3169.95
2572,70,10/9/2025,Debit,Mobile,1024,Success,0,2077.7
2573,192,12/21/2021,Debit,Web,1016,Success,0,4495.41
2574,12,12/3/2023,Debit,ATM,1020,Success,0,4169.21
2575,157,11/3/2024,Debit,Mobile,1026,Success,0,603.51
2576,66,12/25/2022,Credit,Web,1015,Success,1,1459.5
2577,115,8/29/2023,Debit,Mobile,1011,Success,0,822.17
2578,150,9/29/2022,Debit,Web,1012,Success,0,1041.33
2579,116,7/21/2023,Debit,ATM,1009,Success,0,4731.35
2580,89,8/20/2024,Debit,ATM,1015,Success,0,4386.01
2581,47,12/2/2025,Debit,Web,1012,Success,0,885.9
2582,118,3/15/2022,Credit,Mobile,1014,Success,1,3593.0
2583,185,5/29/2021,Debit,ATM,1006,Success,0,3521.81
2584,105,6/9/2021,Credit,Mobile,1001,Success,1,1969.01
2585,139,8/25/2024,Credit,ATM,1011,Success,1,1314.47
2586,181,2/24/2020,Debit,ATM,1006,Success,0,4610.74
2587,173,11/21/2025,Credit,Mobile,1010,Success,1,1907.56
2588,19,7/14/2020,Debit,Web,1010,Success,0,4982.18
2589,28,4/13/2024,Debit,ATM,1025,Success,0,3124.23
2590,43,4/19/2021,Debit,Mobile,1012,Success,0,1441.4
2591,100,11/23/2023,Debit,Mobile,1019,Success,0,2175.67
2592,120,10/3/2020,Credit,Mobile,1018,Success,1,3407.4
2593,36,9/5/2022,Credit,Mobile,1026,Success,1,449.41
2594,59,8/1/2022,Debit,Mobile,1025,Success,0,4728.56
2595,108,2/27/2023,Debit,ATM,1001,Success,0,3675.82
2596,156,9/9/2022,Credit,Mobile,1017,Success,1,3118.77
2597,14,10/2/2022,Credit,ATM,1009,Success,1,1465.39
2598,178,4/20/2022,Debit,Mobile,1020,Success,0,2346.4
2599,62,7/2/2021,Credit,Mobile,1001,Success,1,2685.07
2600,94,11/3/2025,Debit,Mobile,1026,Success,0,390.37
2601,104,7/21/2020,Credit,Mobile,1003,Success,1,797.56
2602,39,8/1/2023,Credit,ATM,1022,Success,1,3755.93
2603,31,5/23/2023,Credit,Mobile,1023,Success,1,1453.58
2604,46,10/13/2023,Debit,Web,1026,Success,0,4132.43
2605,103,5/12/2022,Credit,Mobile,1006,Success,1,295.94
2606,125,5/9/2024,Credit,Web,1019,Success,1,2963.23
2607,9,12/7/2025,Debit,Mobile,1011,Success,0,2818.96
2608,86,10/2/2025,Debit,Web,1002,Success,0,4482.61
2609,164,8/24/2025,Debit,ATM,1019,Success,0,973.45
2610,33,1/20/2022,Debit,Mobile,1026,Success,0,470.35
2611,121,10/25/2020,Debit,ATM,1019,Success,0,4351.34
2612,184,10/2/2020,Credit,ATM,1003,Success,1,4906.12
2613,103,2/27/2025,Credit,Mobile,1008,Success,1,29.04
2614,93,11/21/2024,Debit,Mobile,1021,Success,0,2439.35
2616,115,10/11/2023,Debit,ATM,1001,Success,0,337.16
2617,109,8/29/2023,Credit,Web,1012,Success,1,280.04
2618,10,8/29/2021,Debit,Web,1024,Success,0,4128.9
2619,63,12/23/2024,Debit,Web,1022,Success,0,208.58
2620,124,3/29/2022,Credit,Web,1020,Success,1,3572.3
2621,75,6/29/2025,Credit,Mobile,1015,Success,1,3904.67
2622,173,9/25/2025,Debit,Mobile,1019,Success,0,3058.71
2623,96,12/30/2024,Credit,Mobile,1020,Success,1,2459.1
2624,14,3/30/2023,Credit,Web,1024,Success,1,3811.11
2625,38,8/9/2024,Credit,Web,1006,Success,1,4613.67
2626,13,8/3/2021,Debit,Web,1004,Success,0,1144.77
2627,22,4/2/2024,Debit,Mobile,1016,Success,0,667.41
2628,103,3/17/2020,Credit,Mobile,1012,Success,1,3908.63
2629,6,7/25/2024,Credit,Mobile,1023,Success,1,519.38
2630,84,4/12/2025,Credit,Mobile,1002,Success,1,2955.76
2631,25,1/16/2022,Credit,Web,1020,Success,1,1819.28
2632,18,9/29/2025,Debit,Web,1015,Success,0,4389.8
2633,49,1/9/2023,Credit,Mobile,1021,Success,1,4451.73
2634,127,6/15/2021,Credit,Mobile,1001,Success,1,2569.2
2635,11,7/9/2023,Debit,Web,1015,Success,0,2598.18
2636,114,7/2/2020,Credit,Mobile,1021,Success,1,615.79
2637,78,12/30/2020,Debit,Mobile,1025,Success,0,2182.9
2638,139,11/15/2025,Debit,Mobile,1011,Success,0,73.36
2639,29,5/22/2022,Credit,ATM,1015,Success,1,270.7
2640,187,3/2/2024,Debit,ATM,1013,Success,0,2090.31
2641,67,9/29/2024,Debit,ATM,1008,Success,0,1242.16
2642,86,6/17/2025,Debit,Mobile,1013,Success,0,3504.85
2643,78,8/29/2022,Credit,ATM,1013,Success,1,1655.03
2644,49,2/4/2020,Debit,ATM,1016,Success,0,129.7
2645,105,11/5/2021,Debit,Mobile,1000,Success,0,4840.14
2646,77,9/13/2023,Debit,Mobile,1025,Success,0,558.09
2647,4,3/6/2024,Credit,Web,1025,Success,1,2492.38
2648,169,4/11/2022,Debit,Web,1006,Success,0,3907.04
2649,78,4/30/2022,Debit,Web,1007,Success,0,4156.08
2650,126,11/17/2020,Debit,Mobile,1022,Success,0,3166.4
2651,154,11/11/2020,Credit,Mobile,1006,Success,1,3530.58
2652,153,1/3/2024,Debit,Web,1018,Success,0,749.53
2653,4,8/12/2023,Debit,Web,1021,Success,0,628.67
2654,21,5/28/2020,Debit,Mobile,1023,Success,0,3919.06
2655,52,9/30/2025,Debit,Mobile,1019,Success,0,3296.95
2657,91,11/9/2023,Credit,ATM,1011,Success,1,2659.12
2658,156,9/26/2023,Credit,Mobile,1018,Success,1,3854.0
2660,113,12/5/2023,Debit,ATM,1017,Success,0,4808.17
2661,152,2/25/2023,Credit,Web,1015,Success,1,3132.13
2662,41,6/25/2023,Debit,Web,1026,Success,0,1574.28
2663,110,7/24/2025,Debit,Web,1006,Success,0,424.34
2664,61,10/25/2025,Credit,Mobile,1000,Success,1,2166.96
2665,160,3/11/2020,Debit,ATM,1016,Success,0,4940.23
2666,173,9/24/2020,Debit,Mobile,1019,Success,0,1904.4
2667,171,12/18/2022,Debit,ATM,1008,Success,0,2074.02
2668,59,12/15/2023,Credit,Web,1013,Success,1,3202.96
2669,141,3/18/2023,Debit,Mobile,1009,Success,0,128.2
2670,32,10/13/2022,Credit,Mobile,1023,Success,1,2301.52
2671,15,1/30/2025,Credit,ATM,1002,Success,1,1247.56
2672,125,1/24/2022,Debit,Web,1018,Success,0,3464.38
2673,80,7/9/2025,Credit,Mobile,1019,Success,1,871.05
2674,17,8/19/2021,Debit,Web,1013,Success,0,4777.11
2675,106,12/3/2024,Credit,Mobile,1012,Success,1,2307.49
2676,87,8/2/2021,Debit,Mobile,1022,Success,0,3815.63
2677,73,3/10/2024,Credit,ATM,1025,Success,1,3925.25
2678,126,6/16/2024,Credit,Web,1026,Success,1,659.81
2679,87,11/23/2020,Debit,Mobile,1012,Success,0,966.23
2680,51,12/7/2022,Debit,Mobile,1009,Success,0,3608.55
2681,10,11/29/2024,Credit,Mobile,1003,Success,1,3288.4
2682,71,12/9/2020,Credit,Mobile,1011,Success,1,1762.77
2683,62,10/10/2025,Debit,Mobile,1000,Success,0,1401.72
2684,94,10/20/2025,Debit,ATM,1024,Success,0,2902.81
2685,78,3/20/2023,Debit,ATM,1014,Success,0,4011.38
2686,9,12/6/2024,Debit,ATM,1006,Success,0,2476.87
2687,94,5/5/2024,Debit,ATM,1021,Success,0,4204.0
2688,87,11/19/2024,Credit,Web,1002,Success,1,2043.44
2689,56,6/2/2021,Debit,Web,1001,Success,0,3917.87
2691,85,7/17/2021,Debit,Web,1025,Success,0,4640.1
2692,142,6/28/2021,Credit,Web,1025,Success,1,673.74
2693,110,7/9/2025,Debit,Web,1021,Success,0,1705.24
2694,58,3/27/2025,Debit,Web,1016,Success,0,2302.16
2695,29,7/1/2020,Debit,Web,1015,Success,0,2773.89
2696,167,3/29/2021,Credit,Web,1010,Success,1,1853.23
2697,104,2/28/2024,Credit,Mobile,1010,Success,1,2636.32
2698,183,9/10/2021,Debit,ATM,1019,Success,0,4559.95
2699,36,4/11/2025,Credit,Mobile,1005,Success,1,3540.12
2700,11,1/17/2025,Debit,Mobile,1003,Success,0,3935.33
2701,88,7/17/2022,Credit,Web,1017,Success,1,2468.51
2702,39,9/24/2025,Credit,Mobile,1017,Success,1,2822.25
2703,15,7/21/2021,Debit,Mobile,1022,Success,0,3379.45
2704,177,3/12/2021,Debit,Mobile,1024,Success,0,2645.27
2705,49,11/28/2021,Credit,Web,1022,Success,1,1420.11
2706,161,8/12/2023,Debit,Mobile,1013,Success,0,4865.05
2707,68,10/18/2021,Debit,Web,1006,Success,0,4894.66
2708,115,2/1/2025,Debit,ATM,1011,Success,0,1374.43
2709,33,10/23/2025,Debit,Mobile,1000,Success,0,3249.55
2710,48,6/4/2020,Debit,Mobile,1001,Success,0,4432.1
2711,179,5/23/2025,Credit,Mobile,1001,Success,1,3001.73
2712,1,11/26/2024,Credit,Mobile,1006,Success,1,2093.11
2713,17,2/16/2023,Debit,Mobile,1017,Success,0,668.73
2714,99,2/10/2023,Debit,Web,1003,Success,0,43.97
2716,40,11/22/2025,Debit,ATM,1022,Success,0,942.33
2717,97,2/13/2024,Debit,Mobile,1012,Success,0,2787.84
2718,150,1/22/2021,Debit,ATM,1009,Success,0,4044.15
2719,110,3/2/2022,Credit,Mobile,1008,Success,1,4929.96
2720,123,12/15/2025,Debit,ATM,1000,Success,0,237.22
2721,146,12/11/2022,Debit,ATM,1017,Success,0,4636.47
2723,38,5/28/2021,Debit,Mobile,1014,Success,0,4713.81
2725,107,5/14/2021,Credit,Web,1020,Success,1,683.07
2726,105,10/17/2023,Debit,Web,1023,Success,0,2153.04
2727,5,2/3/2024,Debit,ATM,1001,Success,0,1150.8
2728,166,10/23/2020,Credit,ATM,1022,Success,1,1036.62
2729,105,12/3/2023,Debit,Web,1002,Success,0,2600.81
2730,100,11/13/2021,Debit,Web,1004,Success,0,4206.87
2731,19,3/30/2020,Credit,Web,1015,Success,1,1482.19
2732,6,3/20/2021,Credit,Mobile,1010,Success,1,290.76
2733,135,7/10/2021,Credit,Web,1020,Success,1,3350.74
2734,49,11/3/2025,Debit,Mobile,1009,Success,0,1909.25
2735,162,10/3/2022,Credit,Mobile,1025,Success,1,4361.91
2736,63,9/10/2022,Debit,ATM,1011,Success,0,1244.78
2737,75,12/11/2022,Credit,Web,1010,Success,1,4798.31
2738,96,3/28/2021,Debit,ATM,1020,Success,0,2957.33
2739,115,10/23/2020,Debit,Mobile,1022,Success,0,4031.43
2740,39,3/20/2024,Credit,ATM,1003,Success,1,3579.91
2741,100,4/30/2022,Credit,Mobile,1004,Success,1,1679.65
2742,52,7/31/2021,Credit,Mobile,1025,Success,1,3596.37
2743,182,4/1/2021,Debit,ATM,1018,Success,0,2264.26
2744,175,10/30/2020,Debit,Web,1014,Success,0,2124.59
2745,112,8/23/2023,Credit,Mobile,1022,Success,1,2442.56
2746,173,2/2/2024,Credit,ATM,1018,Success,1,3340.22
2747,168,9/15/2025,Credit,Web,1024,Success,1,800.69
2748,66,3/20/2022,Debit,Mobile,1026,Success,0,36.69
2749,179,6/9/2024,Credit,Mobile,1021,Success,1,60.01
2750,125,7/19/2023,Debit,Mobile,1017,Success,0,1980.44
2751,85,11/9/2023,Credit,ATM,1003,Success,1,1501.17
2752,136,4/2/2024,Debit,Mobile,1012,Success,0,665.85
2753,94,5/29/2021,Debit,ATM,1018,Success,0,1245.85
2754,72,6/5/2020,Debit,Mobile,1025,Success,0,4580.25
2755,110,1/24/2020,Debit,Web,1000,Success,0,2065.61
2756,67,8/1/2025,Debit,Web,1016,Success,0,4212.26
2757,99,8/27/2022,Credit,Mobile,1000,Success,1,4759.49
2758,36,6/10/2022,Credit,Web,1004,Success,1,2692.5
2759,59,8/6/2021,Credit,Mobile,1019,Success,1,812.09
2760,63,1/11/2022,Credit,Mobile,1010,Success,1,3314.38
2761,68,6/5/2022,Debit,Mobile,1006,Success,0,1359.99
2762,57,3/12/2020,Debit,Mobile,1024,Success,0,4613.82
2763,71,6/5/2023,Debit,ATM,1009,Success,0,2572.96
2765,140,1/5/2020,Debit,Mobile,1020,Success,0,3598.09
2766,23,10/29/2024,Credit,Mobile,1002,Success,1,2926.86
2767,16,2/8/2024,Credit,Mobile,1007,Success,1,4116.33
2768,27,12/3/2020,Debit,ATM,1014,Success,0,243.19
2769,52,3/5/2022,Credit,Mobile,1025,Success,1,341.87
2770,89,4/4/2022,Debit,Mobile,1021,Success,0,3663.55
2771,69,6/9/2020,Credit,Web,1000,Success,1,1390.83
2772,4,4/16/2021,Debit,ATM,1016,Success,0,1664.83
2773,9,4/9/2024,Credit,Mobile,1013,Success,1,309.2
2774,99,11/2/2021,Credit,ATM,1008,Success,1,3176.97
2775,74,8/12/2025,Credit,Web,1024,Success,1,1649.79
2776,12,3/3/2020,Debit,Mobile,1000,Success,0,3521.52
2777,75,4/10/2021,Debit,Web,1003,Success,0,4938.25
2778,101,9/20/2021,Debit,Mobile,1019,Success,0,2402.88
2779,109,3/14/2024,Debit,ATM,1000,Success,0,2926.25
2780,180,5/11/2022,Debit,Web,1003,Success,0,2650.66
2782,14,9/20/2024,Debit,Mobile,1020,Success,0,2474.19
2783,53,9/6/2022,Debit,Web,1026,Success,0,2308.48
2784,152,6/3/2022,Debit,Mobile,1009,Success,0,3060.03
2785,27,7/23/2025,Debit,Mobile,1002,Success,0,1981.1
2786,21,10/18/2023,Credit,Mobile,1004,Success,1,3835.56
2787,59,3/15/2022,Credit,Web,1017,Success,1,4439.85
2789,65,1/19/2024,Credit,ATM,1015,Success,1,2607.16
2790,22,6/24/2022,Credit,ATM,1012,Success,1,4312.93
2791,4,10/27/2021,Debit,Mobile,1021,Success,0,1048.64
2792,48,7/17/2020,Credit,Web,1024,Success,1,590.17
2793,126,6/9/2020,Debit,Mobile,1018,Success,0,4364.54
2794,98,12/9/2025,Credit,Mobile,1026,Success,1,1148.17
2795,193,9/15/2020,Debit,Mobile,1018,Success,0,1159.04
2796,80,3/29/2022,Credit,Mobile,1015,Success,1,3699.43
2797,112,9/29/2023,Debit,ATM,1008,Success,0,519.01
2798,160,2/19/2025,Credit,ATM,1000,Success,1,567.03
2799,51,4/6/2024,Credit,ATM,1023,Success,1,3446.88
2800,135,1/25/2024,Debit,Mobile,1020,Success,0,728.9
2801,83,3/9/2024,Debit,Web,1001,Success,0,1564.52
2802,45,10/28/2024,Credit,ATM,1011,Success,1,2698.82
2803,130,8/31/2024,Debit,Mobile,1023,Success,0,2702.5
2804,44,9/5/2025,Debit,Web,1007,Success,0,3366.85
2806,141,6/20/2022,Debit,ATM,1006,Success,0,1023.1
2807,36,1/10/2021,Credit,Mobile,1017,Success,1,1539.03
2808,170,1/23/2021,Credit,ATM,1013,Success,1,2028.4
